Term,IDF
монфорский,6.643856
опрометчивый,5.643856
эйюбидский,6.643856
измаил,4.643856
дамасский,5.643856
египтянин,5.058894
графа,5.643856
корнуоллский,6.643856
эйюб,6.643856
меликсаликэйюб,6.643856
гогенштауфена,6.643856
алиса,4.643856
турокхорезмиец,6.643856
возвращнный,6.643856
страшно,5.058894
антиохиец,5.643856
остывать,6.643856
попрежний,3.836501
альфонс,5.643856
карл,2.736966
бретанский,6.643856
сенешаль,6.643856
жуанвиль,6.643856
дартуа,6.643856
моровой,6.643856
язва,5.643856
монголовнесториана,6.643856
настойчивый,6.643856
консультация,4.058894
плано,6.643856
карпиня,6.643856
андре,3.473931
лонжюмый,6.643856
рубрук,6.643856
бесконечный,4.643856
пизанец,6.643856
кутуз,6.643856
айнджалут,5.643856
бейбарс,5.058894
безнаджный,6.643856
цезареять,6.643856
арзуф,6.643856
сафед,6.643856
тристан,5.643856
артуа,6.643856
тибальдо,6.643856
анжуйский,5.643856
плантагенет,4.643856
эдуард,3.321928
эдмунд,4.321928
эгморт,6.643856
кальярь,6.643856
хафсид,6.643856
англичанин,4.058894
походнекоторый,6.643856
отплытие,6.643856
заняться,4.058894
триполийский,6.643856
востокеправить,6.643856
рудольф,4.321928
габсбург,6.643856
смелый,5.058894
хайме,6.643856
неурядица,6.643856
сицилиец,5.643856
возобновиться,4.321928
калаун,6.643856
маркаб,6.643856
маракия,6.643856
ослабевать,5.643856
светский,3.058894
калауна,6.643856
маликальашраф,6.643856
осажднный,4.321928
тортоз,6.643856
выселиться,6.643856
тевтонец,6.643856
прусс,6.643856
руад,6.643856
климент,5.643856
вьеннский,5.643856
мариный,5.643856
сануть,6.643856
безвозвратно,5.643856
подкреплнный,6.643856
объехать,6.643856
александрия,3.836501
иаков,4.321928
венецианка,6.643856
катерина,5.058894
корнарый,6.643856
туркиосман,5.058894
отстаивать,4.321928
мамелюкский,6.643856
ашраф,5.058894
раздробление,5.643856
разъединение,5.643856
трипольский,4.643856
эгоизм,5.643856
неспособный,5.643856
подчинять,6.643856
добавиться,5.058894
истощаться,6.643856
полоса,2.943416
незначительный,3.058894
посторонний,5.643856
окружающие,4.643856
подчркивавшийся,6.643856
бедность,3.643856
рыцарство,5.643856
королевский,3.184425
крестьянство,5.643856
разочароваться,5.643856
мероприятие,3.058894
рискованность,6.643856
затратность,6.643856
какомтый,6.643856
неблагоприятный,4.058894
благотворный,5.643856
содействовать,4.321928
численный,4.321928
отлив,6.643856
облегчать,5.643856
аристократия,4.643856
дотоле,6.643856
виллан,6.643856
крепостной,4.058894
освобождаться,6.643856
уход,3.321928
выкуп,4.321928
охотно,5.643856
вступать,3.836501
сделка,3.321928
кончать,6.643856
соприкосновение,4.643856
уяснить,6.643856
предрассудок,6.643856
мореплавание,6.643856
отправляться,3.643856
маршрут,2.836501
пиза,5.643856
амальфи,6.643856
натуральный,5.058894
замечаться,6.643856
привозиться,6.643856
дешеветь,6.643856
рожковый,6.643856
шафран,5.643856
слива,5.643856
лимон,6.643856
фисташка,5.058894
растение,3.836501
ввозиться,6.643856
рис,3.836501
промышленность,2.473931
бумажный,4.058894
материя,5.058894
ситец,6.643856
кисея,6.643856
шлковыя,5.058894
ювелирный,4.643856
изделие,3.643856
краска,5.643856
знакомство,5.058894
изготовление,4.058894
повести,6.643856
изготовлять,5.643856
сарацин,4.643856
одеяние,5.643856
домашний,3.184425
доказательство,2.943416
юбка,6.643856
бурнус,6.643856
альков,6.643856
софа,6.643856
арабеск,6.643856
итал,3.473931
таможня,5.643856
адмирал,3.836501
талисман,4.643856
аристотель,6.643856
ознакомиться,4.321928
малоизвестный,6.643856
марко,5.643856
полый,5.643856
естественный,2.736966
проследить,5.643856
подковообразный,6.643856
арка,3.321928
трилистник,6.643856
остроконечный,6.643856
крыша,4.058894
арабеска,6.643856
ремсло,5.643856
умственный,5.643856
выбиваться,6.643856
тиски,6.643856
преуспевание,6.643856
простор,5.643856
мирской,5.643856
идеал,4.643856
подготовлять,6.643856
хронологически,6.643856
косвенно,5.058894
выработка,4.321928
европеправить,6.643856
захватнический,6.643856
полабскоприбалтийский,6.643856
язычниковславянин,6.643856
инициатор,4.321928
саксонский,6.643856
эльба,5.058894
лаба,6.643856
бодрич,6.643856
никлот,6.643856
бодричать,6.643856
альбрехт,5.058894
медведь,4.321928
лютич,6.643856
поморянин,6.643856
возобновить,3.058894
лион,4.643856
монпелье,5.643856
раймундарожер,6.643856
транкавель,6.643856
альби,6.643856
каркассон,6.643856
разорение,4.643856
